Unnamed: 0,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural,full_address,DPA_POST_TOWN,DPA_STATUS,DPA_MATCH_DESCRIPTION,DPA_THOROUGHFARE_NAME,DPA_Y_COORDINATE,DPA_UPRN,DPA_RPC,DPA_POSTCODE,DPA_ADDRESS,DPA_DEPENDENT_LOCALITY,DPA_X_COORDINATE,DPA_ORGANISATION_NAME,DPA_MATCH,DPA_BUILDING_NAME,DPA_lat,DPA_lng,LPI_STATUS,LPI_ADMINISTRATIVE_AREA,LPI_MATCH,LPI_SAO_START_NUMBER,LPI_USRN,LPI_Y_COORDINATE,LPI_UPRN,LPI_RPC,LPI_POSTCODE_LOCATOR,LPI_TOWN_NAME,LPI_LPI_KEY,LPI_X_COORDINATE,LPI_ADDRESS,LPI_STREET_DESCRIPTION,LPI_PAO_TEXT,LPI_MATCH_DESCRIPTION,LPI_lat,LPI_lng,DPA_BUILDING_NUMBER,LPI_PAO_START_NUMBER,LPI_LOCALITY_NAME,LPI_SAO_TEXT,LPI_ORGANISATION
85201,251 - 252 Intu Bromley The Glades S,High Street,Bromley,,Cafe Giardino,Restaurant/Cafe/Canteen,1,5,,357396,5,,51.402665,00000/0000/4/486,505,food@bromley.gov.uk,Bromley,http://www.bromley.gov.uk,0.015739,BR1 1DN,41662,fhrs_5_en-GB,5,,FHRS,5,"Cafe Giardino, 251 - 252 Intu Bromley The Glades S, High Street, Bromley, BR1 1DN",BROMLEY,APPROVED,GOOD,HIGH STREET,169452,100022886932,1,BR1 1PG,"252C, HIGH STREET, BROMLEY, BR1 1PG",,540028,,0.9,252C,0.01186473,51.40681345,APPROVED,LONDON BOROUGH OF BROMLEY,0.9,,20300424,169452,1.00023E+11,1,BR1 1PG,BROMLEY,5180L000044422,540028,"252, HIGH STREET, BROMLEY, LONDON BOROUGH OF BROMLEY, BR1 1PG",HIGH STREET,,GOOD,0.01186473,51.40681345,,252,,,
47954,Albert Street,Stapleford,Nottinghamshire,,Stapleford Baptist Church,Other catering premises,7841,5,,566657,5,,52.930818,13/00461/COMM,261,health@broxtowe.gov.uk,Broxtowe,http://www.broxtowe.gov.uk,-1.27323,NG9 8DB,41946,fhrs_5_en-GB,5,,FHRS,5,"Stapleford Baptist Church, Albert Street, Stapleford, Nottinghamshire, NG9 8DB",NOTTINGHAM,APPROVED,GOOD,ALBERT STREET,337283,10002216098,1,NG9 8DB,"ALBERT STREET BAPTIST CHURCH, ALBERT STREET, STAPLEFORD, NOTTINGHAM, NG9 8DB",STAPLEFORD,448975,ALBERT STREET BAPTIST CHURCH,0.9,,-1.272860044,52.93072576,APPROVED,NOTTINGHAMSHIRE,1,,4907703,337283,10002216098,1,NG9 8DB,STAPLEFORD,3015L000047674,448975,"STAPLEFORD BAPTIST CHURCH, ALBERT STREET, STAPLEFORD, NOTTINGHAMSHIRE, NG9 8DB",ALBERT STREET,STAPLEFORD BAPTIST CHURCH,EXACT,-1.272860044,52.93072576,,,,,
232650,Rosefield Court,Monachus Lane,Hartley Wintney,Hook,P & N Catering,Manufacturers/packers,7839,5,,612388,5,,,13/00001/COMM,136,eh@hart.gov.uk,Hart,http://www.hart.gov.uk/index/environment-and-planning/environmental_health/food_safety.htm,,,41953,fhrs_5_en-GB,5,,FHRS,5,"P & N Catering, Rosefield Court, Monachus Lane, Hartley Wintney, Hook",HOOK,APPROVED,GOOD,MONACHUS LANE,157085,10091832788,1,RG27 8NP,"MANAGERS OFFICE, ROSEFIELD COURT, MONACHUS LANE, HARTLEY WINTNEY, HOOK, RG27 8NP",HARTLEY WINTNEY,476696,MANAGERS OFFICE,0.8,ROSEFIELD COURT,-0.901099593,51.30772442,APPROVED,HAMPSHIRE,0.8,,16709136,157085,1.00063E+11,1,RG27 8NL,HOOK,1730L000028586,476696,"ROSEFIELD COURT, MONACHUS LANE, HARTLEY WINTNEY, HOOK, HAMPSHIRE, RG27 8NL",MONACHUS LANE,ROSEFIELD COURT,GOOD,-0.901099593,51.30772442,,,HARTLEY WINTNEY,,
181863,8-10 Myrtle Street,LIVERPOOL,Merseyside,,Sweetone Trade Ltd,Retailers - supermarkets/hypermarkets,7840,5,,683851,10,,53.400798,PI/000261967,414,environmental.health@liverpool.gov.uk,Liverpool,http://www.liverpool.gov.uk/,-2.966732,L7 7DP,41807,fhrs_4_en-GB,4,,FHRS,0,"Sweetone Trade Ltd, 8-10 Myrtle Street, LIVERPOOL, Merseyside, L7 7DP",LIVERPOOL,HISTORICAL,GOOD,MYRTLE STREET,389766,38108532,1,L7 7DP,"S & A STORES INTERNATIONAL, 10, MYRTLE STREET, LIVERPOOL, L7 7DP",,335841,S & A STORES INTERNATIONAL,0.9,,-2.966431677,53.40080075,APPROVED,LIVERPOOL,1,,23603227,389766.34,38289979,1,L7 7DP,LIVERPOOL,4310L000291104,335838.06,"S AND A INTERNATIONAL FOOD STORES, 8-10, MYRTLE STREET, LIVERPOOL, L7 7DP",MYRTLE STREET,,EXACT,-2.966475958,53.40080344,10,8,,,S AND A INTERNATIONAL FOOD STORES
123596,,530 High Road,,Seven Kings,Salim Family Restaurant,Restaurant/Cafe/Canteen,1,5,,570103,5,,51.562852,178669,526,alun.sinclair@redbridge.gov.uk,Redbridge,http://www.redbridge.gov.uk/,0.092821,IG3 8EG,41858,fhrs_5_en-GB,5,,FHRS,5,"Salim Family Restaurant, 530 High Road, Seven Kings, IG3 8EG",ILFORD,APPROVED,GOOD,HIGH ROAD,186957,10034926399,1,IG3 8EG,"FLAT, 530-532, HIGH ROAD, ILFORD, IG3 8EG",,545153,,0.8,530-532,0.09268729,51.56281737,APPROVED,REDBRIDGE,0.9,,22306011,186957,10034915121,1,IG3 8EG,ILFORD,5780L000270327,545153,"530-532, HIGH ROAD, SEVEN KINGS, ILFORD, REDBRIDGE, IG3 8EG",HIGH ROAD,,GOOD,0.09268729,51.56281737,,530,SEVEN KINGS,,
254678,,136 Lower Cippenham Lane,,Slough,Giovani's,Restaurant/Cafe/Canteen,1,10,,512028,5,,51.514903,54671,885,foodandsafety@slough.gov.uk,Slough,http://www.slough.gov.uk,-0.638902,SL1 5EA,40954,fhrs_4_en-GB,4,,FHRS,5,"Giovani's, 136 Lower Cippenham Lane, Slough, SL1 5EA",SLOUGH,APPROVED,EXACT,LOWER CIPPENHAM LANE,180448,100081264472,1,SL1 5EA,"136, LOWER CIPPENHAM LANE, SLOUGH, SL1 5EA",,494578,,1,,-0.638409673,51.51504911,APPROVED,SLOUGH,0.8,,34900548,180448,1.00081E+11,1,SL1 5EA,SLOUGH,0350L000042997,494578,"GIOVANNIS, 136, LOWER CIPPENHAM LANE, SLOUGH, SL1 5EA",LOWER CIPPENHAM LANE,,GOOD,-0.638409673,51.51504911,136,136,,,GIOVANNIS
347472,,13 Christchurch Street,Fenton,Stoke-On-Trent,Allan Jones Butchers,Retailers - other,4613,10,,139675,5,,52.999093,75466,880,PublicProtection@stoke.gov.uk,Stoke-On-Trent,http://www.stoke.gov.uk,-2.164992,ST4 3AB,41015,fhrs_4_en-GB,4,,FHRS,0,"Allan Jones Butchers, 13 Christchurch Street, Fenton, Stoke-On-Trent, ST4 3AB",STOKE-ON-TRENT,APPROVED,PARTIAL,CHRISTCHURCH STREET,344653,3455111883,1,ST4 3AB,"R HALL, 13, CHRISTCHURCH STREET, STOKE-ON-TRENT, ST4 3AB",,389024,R HALL,0.7,,-2.164992091,52.99908449,APPROVED,CITY OF STOKE-ON-TRENT,0.8,,8300645,344444,3455123481,2,ST4 3AN,STOKE-ON-TRENT,3455L000112704,389084,"CHRISTCHURCH CHURCH ROOM, CHRISTCHURCH STREET, FENTON, STOKE-ON-TRENT, CITY OF STOKE-ON-TRENT, ST4 3AN",CHRISTCHURCH STREET,CHRISTCHURCH CHURCH ROOM,GOOD,-2.164090956,52.997207,13,,FENTON,,
71517,,182 Broxtowe Lane,,Nottingham,M & H Discounts,Retailers - other,4613,5,,216404,5,,52.979431,36101,899,food.enforcement@nottinghamcity.gov.uk,Nottingham City,http://www.nottinghamcity.gov.uk/foodsafety,-1.208208,NG8 5NG,38511,fhrs_5_en-GB,5,,FHRS,5,"M & H Discounts, 182 Broxtowe Lane, Nottingham, NG8 5NG",NOTTINGHAM,APPROVED,EXACT,BROXTOWE LANE,342718,100032131449,1,NG8 5NG,"M & H DISCOUNTS, 182, BROXTOWE LANE, NOTTINGHAM, NG8 5NG",,453248,M & H DISCOUNTS,1,,-1.208407,52.97917178,APPROVED,NOTTINGHAM CITY,1,,29007185,342718,1.00032E+11,1,NG8 5NG,NOTTINGHAM,3060L000104798,453248,"M & H DISCOUNTS, 182, BROXTOWE LANE, NOTTINGHAM, NOTTINGHAM CITY, NG8 5NG",BROXTOWE LANE,,EXACT,-1.208407,52.97917178,182,182,,,M & H DISCOUNTS
61331,165 Fosse Road South,Leicester,,,Fosse Fryer,Takeaway/sandwich shop,7844,10,,706498,10,,52.627091,14/00376/CP,878,food@leicester.gov.uk,Leicester City,http://www.leicester.gov.uk/food,-1.15513,LE3 0FX,41920,fhrs_2_en-GB,2,,FHRS,15,"Fosse Fryer, 165 Fosse Road South, Leicester, LE3 0FX",LEICESTER,APPROVED,EXACT,FOSSE ROAD SOUTH,303590,2465036140,1,LE3 0FX,"FOSSE FRYER, 165, FOSSE ROAD SOUTH, LEICESTER, LE3 0FX",,457287,FOSSE FRYER,1,,-1.155102313,52.627055,APPROVED,LEICESTER CITY,1,,23101152,303590,2465036140,1,LE3 0FX,LEICESTER,2465L000025663,457287,"165, FOSSE ROAD SOUTH, LEICESTER, LEICESTER CITY, LE3 0FX",FOSSE ROAD SOUTH,,EXACT,-1.155102313,52.627055,165,165,,,
41193,Colville House Youth Club,School Road,Lowestoft,Suffolk,Colville House,Pub/bar/nightclub,7843,5,,275401,0,,52.472199,06/00870/CP,303,environment@eastsuffolk.gov.uk,Waveney,http://www.waveney.gov.uk,1.720928,NR33 9NB,40640,fhrs_5_en-GB,5,,FHRS,0,"Colville House, Colville House Youth Club, School Road, Lowestoft, Suffolk, NR33 9NB",LOWESTOFT,APPROVED,GOOD,SCHOOL ROAD,292475,100091570451,1,NR33 9NB,"COLVILLE HOUSE YOUTH CLUB, SCHOOL ROAD, LOWESTOFT, NR33 9NB",,652831,COLVILLE HOUSE YOUTH CLUB,0.8,,1.721245295,52.47160305,APPROVED,SUFFOLK,0.8,,42501290,292475,1.00092E+11,1,NR33 9NB,LOWESTOFT,3535L000055458,652831,"COLVILLE HOUSE YOUTH CLUB, SCHOOL ROAD, LOWESTOFT, SUFFOLK, NR33 9NB",SCHOOL ROAD,COLVILLE HOUSE YOUTH CLUB,GOOD,1.721245295,52.47160305,,,,,
36255,Durham Road,Stevenage,Herts,,Giles Infants School,School/college/university,7845,0,,349400,0,,51.921874,12170/1002/2/000,161,env.health@stevenage.gov.uk,Stevenage,http://www.stevenage.gov.uk,-0.183094,SG1 4JQ,42047,fhrs_5_en-GB,5,,FHRS,0,"Giles Infants School, Durham Road, Stevenage, Herts, SG1 4JQ",STEVENAGE,APPROVED,GOOD,DURHAM ROAD,226339,10070251705,1,SG1 4JQ,"GILES NURSERY SCHOOL, DURHAM ROAD, STEVENAGE, SG1 4JQ",,525078,GILES NURSERY SCHOOL,0.9,,-0.182614665,51.92153291,APPROVED,HERTFORDSHIRE,0.9,,37805417,226339,10070251705,1,SG1 4JQ,STEVENAGE,1935L000006431,525078,"GILES NURSERY AND INFANT SCHOOL, DURHAM ROAD, STEVENAGE, HERTFORDSHIRE, SG1 4JQ",DURHAM ROAD,GILES NURSERY AND INFANT SCHOOL,GOOD,-0.182614665,51.92153291,,,,,
131011,Flat 6,455 Wick Lane,London,,Wai Wai Ltd,Distributors/Transporters,7,5,,90187,5,,51.534349,24448,530,foodsafety@towerhamlets.gov.uk,Tower Hamlets,http://www.towerhamlets.gov.uk,-0.021388,E3 2TB,41963,fhrs_5_en-GB,5,,FHRS,5,"Wai Wai Ltd, Flat 6, 455 Wick Lane, London, E3 2TB",LONDON,APPROVED,GOOD,WICK LANE,183597,10091774893,1,E3 2TB,"CASTLE ERITH TIMBER & BUILDING MATERIALS LTD, 455, WICK LANE, LONDON, E3 2TB",,537338,CASTLE ERITH TIMBER & BUILDING MATERIALS LTD,0.8,,-0.02129359,51.53457987,APPROVED,TOWER HAMLETS,0.8,,22701344,183597,6077118,1,E3 2TB,LONDON,5900L000177055,537338,"453-455, WICK LANE, LONDON, TOWER HAMLETS, E3 2TB",WICK LANE,,GOOD,-0.02129359,51.53457987,455,453,,,
264516,Sissinghurst Church Of England Prim,Common Road,Sissinghurst,Cranbrook,Sissinghurst C Of E Primary School,School/college/university,7845,5,,482765,0,,51.129414,12/00227/MIXED,192,foodandcomm@tunbridgewells.gov.uk,Tunbridge Wells,http://www.tunbridgewells.gov.uk,0.561416,TN17 2BH,41814,fhrs_5_en-GB,5,,FHRS,5,"Sissinghurst C Of E Primary School, Sissinghurst Church Of England Prim, Common Road, Sissinghurst, Cranbrook, TN17 2BH",CRANBROOK,APPROVED,GOOD,COMMON ROAD,137846,10000070036,1,TN17 2BH,"SISSINGHURST C OF E PRIMARY SCHOOL, COMMON ROAD, SISSINGHURST, CRANBROOK, TN17 2BH",SISSINGHURST,578956,SISSINGHURST C OF E PRIMARY SCHOOL,0.9,,0.555218641,51.11196555,APPROVED,KENT,0.8,,41100245,137846,10000070036,1,TN17 2BH,CRANBROOK,2270L000061757,578956,"SISSINGHURST CHURCH OF ENGLAND PRIMARY SCHOOL, COMMON ROAD, SISSINGHURST, CRANBROOK, KENT, TN17 2BH",COMMON ROAD,SISSINGHURST CHURCH OF ENGLAND PRIMARY SCHOOL,GOOD,0.555218641,51.11196555,,,SISSINGHURST,,
348534,,Carberry Way,Weston Coyney,Stoke-on-Trent,Park Hall Primary School,School/college/university,7845,0,,112898,5,,52.991072,42021,880,PublicProtection@stoke.gov.uk,Stoke-On-Trent,http://www.stoke.gov.uk,-2.104478,ST3 5QU,41653,fhrs_5_en-GB,5,,FHRS,5,"Park Hall Primary School, Carberry Way, Weston Coyney, Stoke-on-Trent, ST3 5QU",STOKE-ON-TRENT,APPROVED,GOOD,CARBERRY WAY,343729,3455018181,1,ST3 5QU,"PARK HALL PRIMARY SCHOOL, CARBERRY WAY, STOKE-ON-TRENT, ST3 5QU",,393175,PARK HALL PRIMARY SCHOOL,0.9,,-2.103122177,52.99084838,APPROVED,CITY OF STOKE-ON-TRENT,0.9,,8300541,343729,3455018181,1,ST3 5QU,STOKE-ON-TRENT,3455L000103762,393175,"PARK HALL PRIMARY SCHOOL, CARBERRY WAY, LONGTON, STOKE-ON-TRENT, CITY OF STOKE-ON-TRENT, ST3 5QU",CARBERRY WAY,PARK HALL PRIMARY SCHOOL,GOOD,-2.103122177,52.99084838,,,LONGTON,,
23836,,57 Brunswick Street,,Luton,Taste of Poland,Retailers - other,4613,10,,606773,10,,51.88404,119482,869,environmentalhealth@luton.gov.uk,Luton,http://www.luton.gov.uk/foodscore,-0.410766,LU2 0HF,41579,fhrs_2_en-GB,2,,FHRS,15,"Taste of Poland, 57 Brunswick Street, Luton, LU2 0HF",LUTON,APPROVED,EXACT,BRUNSWICK STREET,221854,10024040149,1,LU2 0HF,"57, BRUNSWICK STREET, LUTON, LU2 0HF",,509410,,1,,-0.411768135,51.88452045,APPROVED,LUTON,0.9,,24000499,222053,1.0008E+11,1,LU2 7QW,LUTON,0230L000018012,509146,"57, FREDERICK STREET, LUTON, LU2 7QW",FREDERICK STREET,,GOOD,-0.415539368,51.88636064,57,57,,,

